agent\.name,agent\.ip,rule\.id,rule\.description,data\.vulnerability\.severity,location,data\.win\.system\.severityValue,data\.win\.system\.systemTime,rule\.info,full_log
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Network security: LAN Manager authentication level' is set to 'Send NTLMv2 response only. Refuse LM & NTLM'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Network security: Restrict NTLM: Audit Incoming NTLM Traffic' is set to 'Enable auditing for all accounts'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Network security: Restrict NTLM: Outgoing NTLM traffic to remote servers' is set to 'Audit all' or higher., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links)' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'User Account Control: Admin Approval Mode for the Built-in Administrator account' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'User Account Control: Behavior of the elevation prompt for standard users' is set to 'Automatically deny elevation requests'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'User Account Control: Detect application installations and prompt for elevation' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'User Account Control: Only elevate UIAccess applications that are installed in secure locations' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'User Account Control: Run all administrators in Admin Approval Mode' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'User Account Control: Switch to the secure desktop when prompting for elevation' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Downloaded Maps Manager (MapsBroker)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Geolocation Service (lfsvc)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'IIS Admin Service (IISADMIN)' is set to 'Disabled' or 'Not Installed'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Link-Layer Topology Discovery Mapper (lltdsvc)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'LxssManager (LxssManager)' is set to 'Disabled' or 'Not Installed'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Microsoft iSCSI Initiator Service (MSiSCSI)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19009,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Peer Name Resolution Protocol (PNRPsvc)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Remote Access Auto Connection Manager (RasAuto)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Remote Procedure Call (RPC) Locator (RpcLocator)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Remote Registry (RemoteRegistry)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'SSDP Discovery (SSDPSRV)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Web Management Service (WMSvc)' is set to 'Disabled' or 'Not Installed'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Windows Media Player Network Sharing Service (WMPNetworkSvc)' is set to 'Disabled' or 'Not Installed'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Windows Push Notifications System Service (WpnService)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Windows Remote Management (WS- Management) (WinRM)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'World Wide Web Publishing Service (W3SVC)' is set to 'Disabled' or 'Not Installed'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Xbox Live Game Save (XblGameSave)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Windows Firewall: Domain: Firewall state' is set to 'On (recommended)'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Windows Firewall: Domain: Settings: Display a notification' is set to 'No'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Windows Firewall: Domain: Logging: Log successful connections' is set to 'Yes'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Windows Firewall: Public: Settings: Display a notification' is set to 'No'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Windows Firewall: Public: Settings: Apply local connection security rules' is set to 'No'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Windows Firewall: Public: Logging: Log dropped packets' is set to 'Yes'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Audit Security Group Management' is set to include 'Success'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Audit PNP Activity' is set to include 'Success'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Audit Logoff' is set to include 'Success'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Audit Other Logon/Logoff Events' is set to 'Success and Failure'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Audit Removable Storage' is set to 'Success and Failure'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Audit Authorization Policy Change' is set to include 'Success'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Audit IPsec Driver' is set to 'Success and Failure'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Audit System Integrity' is set to 'Success and Failure'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure RPC packet level privacy setting for incoming connections' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure SMB v1 server' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable Structured Exception Handling Overwrite Protection (SEHOP)' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'MSS: (AutoAdminLogon) Enable Automatic Logon' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'MSS: (DisableIPSourceRouting IPv6) IP source routing protection level is set to 'Enabled: Highest protection, source routing is completely disabled'.", ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'MSS: (ScreenSaverGracePeriod) The time in seconds before the screen saver grace period expires' is set to 'Enabled: 5 or fewer seconds'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure NetBIOS settings' is set to 'Enabled: Disable NetBIOS name resolution on public networks'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable insecure guest logons' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn on Responder (RSPNDR) driver' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prohibit use of Internet Connection Sharing on your DNS domain network' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Disable IPv6 (Ensure TCPIP6 Parameter 'DisabledComponents' is set to '0xff (255)')., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configuration of wireless settings using Windows Connect Now' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Minimize the number of simultaneous connections to the Internet or a Windows Domain' is set to 'Enabled: 3 = Prevent Wi-Fi when on Ethernet'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Print Spooler to accept client connections' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure RPC connection settings: Protocol to use for outgoing RPC connections' is set to 'Enabled: RPC over TCP'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Manage processing of Queue-specific files' is set to 'Enabled: Limit Queue-specific files to Color profiles'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Point and Print Restrictions: When installing drivers for a new connection' is set to 'Enabled: Show warning and elevation prompt'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Remove Personalized Website Recommendations from the Recommended section in the Start Menu' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Include command line in process creation events' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Remote host allows delegation of non- exportable credentials' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn On Virtualization Based Security' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn On Virtualization Based Security: Kernel-mode Hardware-enforced Stack Protection' is set to 'Enabled: Enabled in enforcement mode'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent installation of devices using drivers that match these device setup classes: Prevent installation of devices using drivers for these device setup' is set to 'IEEE 1394 device setup classes'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent installation of devices using drivers that match these device setup classes: Also apply to matching devices that are already installed.' is set to 'True'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Continue experiences on this device' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off background refresh of Group Policy' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off access to the Store' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off downloading of print drivers over HTTP' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off handwriting recognition error reporting' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Internet Connection Wizard if URL connection is referring to Microsoft.com' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Internet download for Web publishing and online ordering wizards' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Registration if URL connection is referring to Microsoft.com' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Password Settings: Password Complexity' is set to 'Enabled: Large letters + small letters + numbers + special characters'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Post-authentication actions: Grace period (hours)' is set to 'Enabled: 8 or fewer hours, but not 0'.", ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Password Settings: Password Age (Days)' is set to 'Enabled: 30 or fewer'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enumerate local users on domain-joined computers' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off app notifications on the lock screen' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow upload of User Activities' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow network connectivity during connected-standby (on battery)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow network connectivity during connected-standby (plugged in)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow standby states (S1-S3) when sleeping (plugged in)' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Require a password when a computer wakes (plugged in)' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Restrict Unauthenticated RPC clients' is set to 'Enabled: Authenticated'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Microsoft Support Diagnostic Tool: Turn on MSDT interactive communication with support provider' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable/Disable PerfTrack' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent non-admin users from installing packaged Windows apps' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disallow Autoplay for non-volume devices' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Autoplay' is set to 'Enabled: All drives'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure enhanced anti-spoofing' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow access to BitLocker-protected fixed data drives from earlier versions of Windows' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Configure storage of BitLocker recovery information to AD DS' is set to 'Enabled: Backup recovery passwords and key packages'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected fixed drives can be recovered: Do not enable BitLocker until recovery information is stored to AD DS for fixed data drives' is set to 'Enabled: False'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Secure Boot for integrity validation' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected operating system drives can be recovered' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Allow data recovery agent' is set to 'Enabled: False'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Omit recovery options from the BitLocker setup wizard' is set to 'Enabled: True'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Configure storage of BitLocker recovery information to AD DS:' is set to 'Enabled: Store recovery passwords and key packages'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected operating system drives can be recovered: Do not enable BitLocker until recovery information is stored to AD DS for operating system drives' is set to 'Enabled: True'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Require additional authentication at startup: Configure TPM startup key and PIN:' is set to 'Enabled: Do not allow startup key and PIN with TPM'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected removable drives can be recovered' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected removable drives can be recovered: Allow data recovery agent' is set to 'Enabled: True'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected removable drives can be recovered: Save BitLocker recovery information to AD DS for removable data drives' is set to 'Enabled: False'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Choose how BitLocker-protected removable drives can be recovered: Do not enable BitLocker until recovery information is stored to AD DS for removable data drives' is set to 'Enabled: False'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure use of hardware-based encryption for removable data drives' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure use of passwords for removable data drives' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure use of smart cards on removable data drives' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Use of Camera' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off cloud consumer account state content' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Require pin for pairing' is set to 'Enabled: First Time' OR 'Enabled: Always'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent the use of security questions for local accounts' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Limit Dump Collection' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Toggle user control over Insider builds' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19009,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Download Mode' is NOT set to 'Enabled: Internet'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable App Installer' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Application: Control Event Log behavior when the log file reaches its maximum size' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Application: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'.", ,sca, , , , 
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Security: Specify the maximum log file size (KB)' is set to 'Enabled: 196,608 or greater'.", ,sca, , , , 
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'System: Specify the maximum log file size (KB)' is set to 'Enabled: 32,768 or greater'.", ,sca, , , , 
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off account-based insights, recent, favorite, and recommended files in File Explorer' is set to 'Enabled'.", ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off Data Execution Prevention for Explorer' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Turn off heap termination on corruption' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Attack Surface Reduction rules' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Configure Attack Surface Reduction rules: Set the state for each ASR rule' is configured., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Prevent users and apps from accessing dangerous websites' is set to 'Enabled: Block'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable file hash computation feature' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow camera and microphone access in Microsoft Defender Application Guard' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Enable news and interests on the taskbar' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Disable Cloud Clipboard integration for server-to-client data transfer' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not allow passwords to be saved' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not allow drive redirection' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Do not allow location redirection' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Always prompt for password upon connection' is set to 'Enabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Require use of specific security layer for remote (RDP) connections' is set to 'Enabled: SSL'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,"CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Set time limit for active but idle Remote Desktop Services sessions' is set to 'Enabled: 15 minutes or less, but not Never (0)'.", ,sca, , , , 
NormalLogs,192.168.80.140,19008,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Set client connection encryption level' is set to 'Enabled: High Level'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Set time limit for disconnected sessions' is set to 'Enabled: 1 minute'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow Cortana' is set to 'Disabled'., ,sca, , , , 
NormalLogs,192.168.80.140,19007,CIS Microsoft Windows 11 Enterprise Benchmark v3.0.0: Ensure 'Allow search highlights' is set to 'Disabled'., ,sca, , , , 
